SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
526731	BRIGHT BROS.	B 	Q	34.1	34.1	34.1	34.1	34.1	32.5	5	380	12958	
526733	SUASHISH DIA	B 	Q	173	173	166.3	166.3	166.3	175	13	1100	184340	
526735	EXCAST      	B 	Q	195	195	192	192	192	199	160	45100	8674500	
526739	NARMADA GEL 	B 	Q	132.1	132.1	132.1	132.1	132.1	133.95	2	150	19815	
526747	P.G.FOILS   	B 	Q	32.5	34.5	32.5	33.95	33.95	32.95	13	986	33376	
526755	VELAN HOTELS	B 	Q	8.63	9.11	8.63	9.11	9.11	8.89	8	797	7248	
526785	CREST ANIM  	B 	Q	4.48	4.48	4.48	4.48	4.48	4.27	16	4963	22234	
526797	GREENPLY IND	B 	Q	370.25	392	369.4	374.8	377.6	370.2	1070	4041	1548078	
526801	PSL LTD     	B 	Q	19.95	20.3	19.75	19.9	19.9	19.8	380	48309	964955	
526807	SEAMEC LTD  	B 	Q	60.65	61.9	60.5	60.55	60.55	60.7	163	6209	379092	
526817	CHEVIOT CO. 	B 	Q	291.9	291.9	285	285	285	289.35	14	390	112362	
526821	DAI-ICHI KAR	T 	Q	52.1	54.5	52.1	54.5	54.5	53.5	3	65	3506	
526823	RAJES FOUND 	B 	Q	19.4	19.4	17.6	17.6	17.6	18.5	2	7	126	
526829	CONFI PETRO 	B 	Q	2.3	2.52	2.3	2.34	2.34	2.31	114	73668	173930	
526839	SHELTER     	B 	Q	34.2	34.2	34.2	34.2	34.2	34.5	1	1	34	
526841	SHAKTI PRESS	T 	Q	36.8	36.8	36.8	36.8	36.8	37.5	1	5	184	
526849	BANARAS BEAD	B 	Q	27.85	27.85	27.85	27.85	27.85	26.55	1	640	17824	
526853	BILCARE LTD.	B 	Q	45	46.65	44.3	46.5	46.65	44.45	1619	47590	2177081	
526859	INTER ST.FIN	T 	Q	0.24	0.24	0.24	0.24	0.24	0.24	1	1	0	
526861	RISHI LASER 	B 	Q	13.2	13.9	13.2	13.9	13.9	13.3	9	1650	22111	
526871	INTEC CAP   	B 	Q	109.2	112	109.2	109.25	109.25	110.15	12	3285	361505	
526881	FINANC.TEC. 	A 	Q	186.4	190.4	185.2	188.15	188.15	185.4	12271	563997	106165638	
526885	SARLA PER F 	B 	Q	176	176	176	176	176	184	1	1	176	
526899	HIMALAYA INT	B 	Q	10.24	10.24	9.95	10.07	10.14	9.99	148	27684	278008	
526905	NILCHEM IND 	B 	Q	7.09	7.39	7.09	7.39	7.39	7.09	2	300	2157	
526917	CHD DEV LTD 	B 	Q	6.1	6.58	5.62	6.15	6.15	5.99	522	88638	546379	
526921	21ST CEN.MGM	B 	Q	3.96	3.96	3.96	3.96	3.96	3.96	4	498	1972	
526927	DION        	B 	Q	32.75	32.75	31	32.15	32.15	31.2	29	4660	152442	
526931	HARIYANA SH.	B 	Q	41.9	41.9	41.9	41.9	41.9	41.9	2	97	4064	
526945	TYROON TEA  	B 	Q	30.95	31.5	30.95	31.5	31.5	32.55	11	3020	94459	
526947	LA-OPALA RG 	B 	Q	600	604.7	599.5	599.9	600	604.45	26	127	76240	
526953	VENUS REMEDI	B 	Q	246.45	257.5	246.45	251.65	251.65	247.85	861	10950	2769035	
526955	ABL BIO-TECH	T 	Q	5.72	5.72	5.72	5.72	5.72	6.01	3	827	4730	
526957	UV BOARDS   	T 	Q	5.79	5.79	5.79	5.79	5.79	5.56	1	1	5	
526971	DHOOT I.FIN.	B 	Q	5.57	5.57	5.57	5.57	5.57	5.33	1	1	5	
526981	SHRI BAJRANG	B 	Q	19.5	19.75	19.5	19.75	19.75	19	2	6	117	
526987	URJA GLOBAL 	B 	Q	15.3	16.2	15.1	16.1	16.1	15.89	40	2251	35228	
527001	ASHAPURA LTD	B 	Q	59.25	61.9	58.45	60.15	60.15	58.95	2899	216785	13115339	
527005	SH.PACETRON.	B 	Q	14.65	14.65	14.65	14.65	14.65	15.4	1	25	366	
530001	GUJ.ALKALI  	B 	Q	161	161.55	160	160.25	161.4	160.5	65	588	94354	
530005	INDIA CEM.  	B 	Q	59.8	62.3	59.8	61.85	61.85	60.1	2020	242670	14853138	
530007	JK TYRE IND 	B 	Q	176.75	176.75	171.5	173.05	173.05	175.3	4861	269093	46814614	
530011	MANGLR.CHEM 	B 	Q	57.8	58.6	56.65	57.35	57.35	57.25	989	75316	4332665	
530017	STD.INDUST. 	T 	Q	13.25	13.3	13.25	13.3	13.3	12.8	5	3050	40525	
530019	JUBILANT    	B 	Q	134.6	139.6	134.6	136.15	135.55	135.3	681	20951	2875337	
530025	SAMYAK INT  	T 	Q	25	25.3	25	25.3	25.3	24.1	6	1650	41445	
530027	AADI INDUS L	T 	Q	5.46	5.46	5.46	5.46	5.46	5.2	2	1846	10079	
530033	MOONBEAM IND	T 	Q	6.02	6.02	6.02	6.02	6.02	5.74	1	100	602	
530047	RAISAHEB RCK	B 	Q	140.65	141	140.65	140.65	140.65	148	44	12936	1820138	
530049	J.J.EXPORTER	B 	Q	10.35	10.35	9.4	10.35	10.35	9.87	8	857	8679	
530053	RREALTY     	B 	Q	9.05	9.99	9.05	9.99	9.99	9.52	2	6	55	
530067	CONSOL.SEC. 	B 	Q	24.75	24.75	24.75	24.75	24.75	26	2	220	5445	
530069	PRO DEV&TEC 	B 	Q	0.36	0.36	0.34	0.36	0.36	0.35	40	63014	22618	
530073	SANGHVI MOVE	B 	Q	46.45	50.95	45.8	48.2	48.2	45.8	301	19826	950148	
530075	SELAN EXPLOR	B 	Q	305	310.8	305	307.15	307.8	304.15	230	3787	1166100	
530077	FRESHTROP FR	B 	Q	22.05	22.05	22.05	22.05	22.05	23.7	3	750	16537	
530079	FAZE THREE L	B 	Q	11.1	11.1	11.1	11.1	11.1	11.64	1	600	6660	
530091	ZYDEN GENTEC	B 	Q	16.05	16.95	16.05	16.05	16.05	16.85	1288	280288	4534734	
530117	ADIFINCHM   	B 	Q	60	60	60	60	60	57.5	1	2	120	
530125	SAMRAT PHARM	B 	Q	22.75	22.75	22.75	22.75	22.75	21.7	1	1	22	
530129	NILE LTD.   	B 	Q	60.5	62.2	60.5	62.2	62.2	60.2	6	150	9183	
530131	UDAIPUR CEME	B 	Q	4.99	4.99	4.75	4.75	4.75	4.99	28	1140	5550	
530133	AMCO INDIA L	B 	Q	7.35	7.35	7.35	7.35	7.35	7	1	100	735	
530135	OPTIEMUS    	B 	Q	16.15	16.25	16.15	16.25	16.25	16.95	2	1000	16200	
530145	KISAN MOULD.	B 	Q	23.6	23.6	21.5	21.55	21.55	22.5	20	12186	262454	
530149	KSL & IND.  	B 	Q	21	21.1	19.9	20.4	20.4	20.2	210	10056	204968	
530151	VIJAY TEXTIL	B 	Q	6.15	6.45	6.15	6.45	6.45	6.15	3	1220	7842	
530163	KERALA AYUR 	B 	Q	23.75	23.95	23.75	23.95	23.95	23.55	15	1252	29975	
530175	ODYSSEY TECH	B 	Q	7.05	7.07	6.5	6.5	6.5	6.75	17	1879	12652	
530185	SURAT TEXT. 	B 	Q	1.51	1.51	1.41	1.48	1.42	1.44	31	782	1132	
530187	ATHARV ENT  	B 	Q	5.88	5.88	5.88	5.88	5.88	5.92	1	500	2940	
530191	CHROMATIC IN	T 	Q	7.05	7.2	6.7	7.14	7.14	6.94	348	103741	728004	
530199	THEMIS MEDIC	T 	Q	60.15	62	59.8	62	62	60.5	27	4125	250385	
530201	KALLAM SPG. 	B 	Q	31.8	31.8	31.8	31.8	31.8	33	10	2300	73140	
530213	FORTUNE INT.	T 	Q	15.95	15.95	15.95	15.95	15.95	15.64	1	25	398	
530219	SHREEYASH   	T 	Q	9.58	9.58	9.22	9.58	9.58	9.4	18	10857	102639	
530233	AURO LAB.   	B 	Q	6.4	6.74	6.4	6.74	6.74	6.42	3	310	2055	
530237	GANDHI.HOTEL	B 	Q	8.56	8.56	8.56	8.56	8.56	9	1	100	856	
530239	SUVEN LIFE S	B 	Q	72.3	72.9	71.6	72.25	72.25	71.95	1895	146465	10600298	
530251	RISA INTL   	B 	Q	603.3	615	511.65	611.4	611.4	614.9	702	92653	56355617	
530255	KAY POW PAP 	B 	Q	16.5	16.85	16.5	16.75	16.75	16.66	20	2250	37492	
530263	GLOBAL CAP. 	B 	Q	135	135	106.05	106.05	106.05	132.5	107	94939	10777635	
530271	RICH UNV    	T 	Q	67	67	64	64	64	67.25	5	400	26250	
530273	LIBERTY PHOS	B 	Q	197.95	198	192.7	192.9	192.85	193.85	45	432	83951	
530281	QUANTUM DIG.	B 	Q	11.56	11.56	11.56	11.56	11.56	12.16	1	1000	11560	
530289	SP CAPITAL  	T 	Q	39	39	38.05	38.05	38.05	40	7	88	3395	
530299	KOTHARI PROD	B 	Q	374	374	343	346.3	346.3	360	21	205	73431	
530305	PICCADILY AG	B 	Q	24	24	23.95	23.95	23.95	24.2	7	970	23275	
530307	CHAMANLAL SE	B 	Q	31	31.1	30.3	31.1	31.1	30.5	11	26218	815174	
530315	HIND.TIN WRK	B 	Q	38.15	38.15	34.55	36.9	37	36.35	566	20216	724778	
530317	GODAVARI DRU	B 	Q	7.77	7.77	7.77	7.77	7.77	7.77	1	1000	7770	
530321	UNIMIN INDIA	B 	Q	4.21	4.25	3.9	3.9	3.9	4.05	5	113	467	
530323	ERA INFRA   	B 	Q	15.25	15.75	15.1	15.75	15.75	15	134	17531	275274	
530331	PREMCO GLOB.	B 	Q	36.1	36.1	36	36	36	36	6	3970	142957	
530337	EXELON INFRA	B 	Q	3.45	3.45	3.45	3.45	3.45	3.52	3	52	179	
530341	MUKESH BABU 	B 	Q	22.6	22.6	21.75	21.75	21.75	22.85	3	901	19979	
530343	GENUS POWER 	T 	Q	18.45	18.45	18.25	18.4	18.4	18.35	125	28060	516140	
530355	ASIAN OILFIE	T 	Q	35.85	35.85	33.15	35	35	34.25	19	5967	204729	
530357	KBS INDIA   	B 	Q	9.5	9.5	9.3	9.5	9.5	9.5	8	2494	23653	
530363	UGAR SUGAR  	B 	Q	10.08	10.1	9.98	9.99	10	10.09	161	20660	206881	
530365	ORIENTBELL  	T 	Q	49.9	49.9	47.85	48.85	48.95	48.8	19	607	29659	
530367	NRB BEARINGS	B 	Q	38.8	38.8	37.65	38	37.65	38.25	108	9110	350145	
530369	VAMSHI RUBB.	T 	Q	19.5	19.5	19.5	19.5	19.5	18.8	6	160	3120	
530377	NILA INFRA. 	B 	Q	2.88	2.88	2.74	2.78	2.76	2.75	69	3598	10034	
530381	PETRON ENGG.	B 	Q	95.2	96.2	92	96.2	96.2	91.65	102	3730	355597	
530393	DB INT.ST.BR	B 	Q	91.45	91.55	91.4	91.55	91.55	91.45	231	25000	2287232	
530401	VINYOFLEX LT	T 	Q	4.53	4.53	4.53	4.53	4.53	4.76	1	100	453	
530405	JINDAL CAP. 	B 	Q	6.63	7.29	6.63	7.2	7.2	6.97	13	854	5802	
530431	ADOR FONTECH	B 	Q	59.9	60	59.9	60	60	58.1	13	3577	214559	
530433	SHIVA FERT. 	B 	Q	15.5	15.55	15.5	15.5	15.5	15.75	28	1300	20150	
530441	MAHANIVESH I	T 	Q	104	104	104	104	104	102	2	20	2080	
530449	RUNGTA IRRIG	T 	Q	15.5	15.5	15.5	15.5	15.5	16.3	6	961	14895	
530457	CINERAD COMM	B 	Q	5.15	5.15	5.15	5.15	5.15	4.91	2	4000	20600	
530461	SABOO SODIUM	B 	Q	6.5	6.5	6.5	6.5	6.5	6.4	2	245	1592	
530477	VIKRAM THERM	B 	Q	48	49.05	48	49.05	49.05	48.5	6	2150	103302	
530479	KADVANI SEC.	T 	Q	65.25	69.75	65.1	66.45	67	66.5	13	1500	99667	
530499	A.K.CAPITAL 	B 	Q	131.2	136	128.2	131.9	133	131.2	512	10109	1341190	
530513	ACCURATE TRA	B 	Q	21.5	21.5	21.5	21.5	21.5	20.55	2	184	3956	
530517	RELAXO FOOT.	B 	Q	228.65	233	218.15	225.35	229.4	227	297	6067	1362811	
530519	INTERFACE FN	T 	Q	0.2	0.2	0.2	0.2	0.2	0.21	2	510	102	
530521	VIRAT INDUS.	B 	Q	36.65	36.65	36.65	36.65	36.65	35	1	3	109	
530533	TERAI TEA CO	B 	Q	100.9	100.9	100.9	100.9	100.9	96.2	2	10	1009	
530543	MARG LTD    	B 	Q	14.59	14.59	14.14	14.43	14.43	14.48	69	7776	112347	
530545	COSCO INDIA 	B 	Q	32.6	32.6	32.6	32.6	32.6	31.05	1	1	32	
530549	SHILPA MEDIC	B 	Q	275	275	269	270.9	270	270.8	243	1459	395100	
530555	PARAMOUNT CO	B 	Q	1.4	1.4	1.35	1.35	1.35	1.43	11	1382	1873	
530557	NCL RESEARCH	T 	Q	1145	1192	1145	1190	1190	1140.45	101	10172	12115977	
530561	RADGLOBAL   	B 	Q	6.77	6.77	6.51	6.77	6.77	6.64	270	505575	3409639	
530611	STURDY INDS 	B 	Q	1.95	1.95	1.7	1.84	1.85	1.79	33	3270	5691	
530615	GARG FURNACE	B 	Q	11.53	11.53	11.53	11.53	11.53	11.03	1	50	576	
530621	AKAR TOOLS L	B 	Q	13.05	13.05	13.05	13.05	13.05	13	2	100	1305	
530655	GOOD LUCK ST	B 	Q	21.9	21.9	21.7	21.7	21.7	22	7	310	6750	
530657	GLOBAL SEC. 	T 	Q	3.77	3.8	3.77	3.8	3.8	3.84	9	4050	15343	
530663	GOYAL ASSO. 	B 	Q	0.73	0.73	0.73	0.73	0.73	0.76	2	1001	730	
530665	ZENITH HEALT	B 	Q	0.57	0.57	0.53	0.53	0.53	0.55	7	2181	1156	
530677	SUPREME HO  	T 	Q	23.8	26.2	23.8	26.2	26.2	25.05	5	575	13805	
530695	PRIME PROP  	B 	Q	10.24	10.25	10.24	10.25	10.25	10.77	3	199	2038	
530699	RAJRAYON    	B 	Q	0.43	0.44	0.4	0.43	0.43	0.42	28	41138	18010	
530701	KDJHRL      	T 	Q	99	99	98	98	98	98.9	34	181000	17867000	
530703	INFO-DRIVE S	B 	Q	3.89	3.89	3.85	3.89	3.89	3.71	20	4700	18263	
530707	AFTEK LTD   	B 	Q	3.9	4.04	3.87	4.04	4.04	3.85	156	68910	275117	
530709	GOWRA LEASNG	T 	Q	15	15	14.5	14.5	14.5	16.25	4	200	2925	XD
530713	AJEL        	B 	Q	5.71	5.71	5.71	5.71	5.71	6	1	140	799	
530715	ALPS INDS.  	B 	Q	2.8	2.8	2.8	2.8	2.8	2.67	15	2889	8089	
530721	ANGIND      	T 	Q	7.46	7.46	7.46	7.46	7.46	7.11	1	29	216	
530723	ASIT C FIN  	B 	Q	21.9	21.9	21.9	21.9	21.9	23.05	2	700	15330	
530743	GEI IND SYS 	T 	Q	35	36.5	35	36.45	36.45	36.2	30	2906	105235	
530747	INDO ASN.FIN	B 	Q	7.95	7.95	7.95	7.95	7.95	7.6	1	1	7	
530773	IVRCL LTD   	B 	Q	16.3	17.3	16.3	17	17	16.36	1905	887896	15025929	
530789	CEEJAY FINAN	B 	Q	18.45	19.4	18.45	19.4	19.4	18.55	4	60	1116	
530803	BHAGERIA DYE	B 	Q	29.4	29.4	29.25	29.25	29.25	29.4	2	550	16095	
530809	BNR UDYOG   	B 	Q	12.36	12.36	12.36	12.36	12.36	13	2	121	1495	
530813	KRBL LTD.   	B 	Q	34	35.8	34	35.4	35.4	34.05	1906	245813	8628505	
530825	DAIKAFFIL CH	B 	Q	14.7	14.7	14.3	14.3	14.3	14.69	3	102	1459	
530843	CUPID LTD   	T 	Q	8.95	8.95	8.95	8.95	8.95	8.55	1	50	447	
530845	SUNSHIELD CH	B 	Q	99	99	99	99	99	94.3	41	5890	583110	
530853	HIPOLIN LTD.	T 	Q	37	37	37	37	37	38	1	100	3700	
530863	FEINDIALTD  	B 	Q	10.25	10.3	10.25	10.25	10.25	10.45	4	140	1436	
530871	CHEMBOND CHM	B 	Q	149	149	145	145	145	145.4	2	105	15245	
530881	CENTURY PORT	T 	Q	29.9	29.9	29.9	29.9	29.9	30.5	1	50	1495	
530883	SUPER CROP. 	B 	Q	13.3	13.7	13.1	13.1	13.1	13.59	5	312	4268	
530889	ALKA INDIA  	T 	Q	0.1	0.12	0.1	0.1	0.1	0.11	14	58052	6463	
530901	ACIL        	B 	Q	0.09	0.09	0.08	0.09	0.09	0.09	8	66797	6009	
530943	SRI ADHIKARI	B 	Q	75	75	74	74.25	74	74.9	301	12546	939343	
530945	GANGOTRI IRO	B 	Q	3	3.07	2.81	2.94	3.07	2.95	28	2960	8832	
530951	RAM INFORMAT	T 	Q	11.82	11.82	10.7	10.7	10.7	11.26	2	248	2888	
530955	MINDVISCAP  	B 	Q	13.99	13.99	12.69	13.39	13.39	13.35	9	7928	104242	
530959	DIANA TEA CO	T 	Q	12.4	12.4	12.3	12.38	12.38	11.81	14	2679	33088	
530961	VIKAS GLO   	B 	Q	162.35	162.35	155	162.3	162.3	163.8	8	8	1271	
530965	INDIAN OIL  	A 	Q	215.1	215.1	207.25	208.35	208.35	214.05	1182	47446	10026836	
530967	ARICENTINF  	T 	Q	94.6	95.1	94.35	95	95	94.8	453	100208	9489536	
530971	NIMBUS IND. 	T 	Q	19.9	19.9	19.9	19.9	19.9	19	2	300	5970	
530973	ALFA ICA (I)	B 	Q	17.8	17.8	17.05	17.25	17.25	17	5	601	10248	
530979	INDIA HOME  	B 	Q	53	54.25	53	54.05	54.25	54	180	4862	259663	
530997	UNIQUE ORGAN	B 	Q	10.9	10.9	10.9	10.9	10.9	10.39	7	2700	29430	
530999	BALAJI AMINE	B 	Q	49.5	50.6	49.5	50.2	49.85	49.8	567	7344	368658	
531003	SWARNA SECUR	T 	Q	10.39	10.39	10.25	10.25	10.25	9.9	3	650	6669	
531015	VENMAX      	T 	Q	14.65	14.65	14.65	14.65	14.65	14.04	1	1	14	
531025	VISAGAR FIN 	T 	Q	2.97	3	2.84	3	3	2.97	30	23825	69899	
531027	LIBORD SEC  	B 	Q	7.4	7.4	7.4	7.4	7.4	7.5	3	75	555	
531041	COMPETENT AU	B 	Q	48.05	48.05	48	48	48	50	5	279	13397	
531055	GFLFIN      	T 	Q	20.55	20.55	20.5	20.5	20.5	21.55	12	999	20482	
531084	INDO BONITO 	B 	Q	1.32	1.44	1.29	1.44	1.44	1.32	10	4507	6132	
531092	OM MET INFRA	B 	Q	17.75	18.75	17.75	18	18	18.5	13	1574	28387	
531096	MOUNT EVERES	B 	Q	116.75	117.25	116.05	116.5	116.5	115.9	143	8606	1004627	
531102	SURANA CORPO	B 	Q	25.4	25.4	24.6	25.35	25.35	24.2	9	1947	48716	
531118	PACIFIC COTS	B 	Q	0.59	0.61	0.57	0.61	0.61	0.59	6	1376	823	
531120	PATEL ENGG. 	B 	Q	55.1	61.3	53.9	59.5	59.5	54.85	6167	577856	34112149	
531126	VIRTUALSOFT.	B 	Q	5.7	5.7	5.7	5.7	5.7	5.43	1	1	5	
531129	INANI MARBLE	B 	Q	156	159	151	156.6	156.6	153.8	693	12701	1978120	
531134	LE WATERINA 	B 	Q	1.23	1.25	1.23	1.25	1.25	1.29	15	8107	10121	
531137	GEMSTONE INV	B 	Q	0.94	0.95	0.94	0.95	0.95	0.94	7	12005	11394	
531144	EL FORGE LTD	T 	Q	3.34	3.41	3.34	3.41	3.41	3.25	10	3545	11983	
531147	ALICON      	B 	Q	68.4	68.8	68	68	68	70	16	1920	131163	
531157	ORGANIC COAT	B 	Q	5.6	5.6	5.59	5.59	5.59	5.59	2	1000	5594	
531161	ABM KNOWLEDG	B 	Q	45	45	44.75	44.9	44.9	43.45	7	881	39559	
531162	EMAMI LTD.  	A 	Q	478	486.5	474.5	476	476	474.25	650	4678	2240454	
531171	DEVIKA PROT.	B 	Q	7.07	7.07	7.07	7.07	7.07	7.44	13	4800	33936	
531172	PRANAV.SPIN 	B 	Q	4.36	4.36	4.36	4.36	4.36	4.16	2	120	523	
531173	SYSCHEM (I) 	B 	Q	1.31	1.31	1.1	1.17	1.18	1.14	74	31256	36293	
531175	BLS INFOTE  	B 	Q	0.22	0.24	0.22	0.24	0.24	0.23	27	24600	5903	
531176	MEFCOM CAPIT	T 	Q	9.95	9.95	9.5	9.5	9.5	9.51	2	105	999	
531190	TAVERNIER   	B 	Q	22.85	22.85	22.85	22.85	22.85	21.8	1	1	22	
531192	ASSOC.FINLEA	T 	Q	34.6	34.6	34.6	34.6	34.6	33.95	2	75	2595	
531196	GAGAN POLYCO	T 	Q	7.16	7.16	7.16	7.16	7.16	7.53	8	861	6164	
531198	DHANADACOL  	B 	Q	4.92	4.92	4.92	4.92	4.92	5.17	1	500	2460	
531207	RAYMED LABS.	T 	Q	13.26	13.26	12.75	12.75	12.75	13	2	1001	12763	
531209	NUCLE.SOFT E	B 	Q	139.45	143.2	139.45	140.35	140.35	139.5	506	12388	1745303	
531213	MANAP FIN   	B 	Q	15.75	15.9	15.55	15.75	15.75	15.6	370	116036	1832328	
531216	COMFORT INTE	B 	Q	1.02	1.02	1.02	1.02	1.02	1.05	2	100	102	
531217	WEST.(I)SHIP	B 	Q	2.85	3	2.77	2.87	2.87	2.92	63	19446	56481	
531223	ANJANI SYNT.	B 	Q	3.8	3.8	3.8	3.8	3.8	3.99	1	200	760	
531225	FRONTIER INF	T 	Q	0.37	0.37	0.37	0.37	0.37	0.36	1	100	37	
531228	RANDER CORP.	B 	Q	49.3	49.65	49.25	49.55	49.55	49.3	379	202500	10034925	
531233	RASI ELECTRO	T 	Q	30.1	30.1	30.1	30.1	30.1	28.75	2	21	632	
531241	LINC PEN &PL	B 	Q	50	50	48	49.5	49.5	52	23	2215	109275	
531250	RNBIND      	T 	Q	21.85	21.85	21.85	21.85	21.85	22.95	1	1	21	
531252	FARRY IND.  	T 	Q	11.6	11.6	11	11	11	11.05	10	10000	113150	
531253	INDIA GELAT.	B 	Q	70.5	73.3	70.35	71.35	73.3	70.55	59	2583	183553	
531259	ESHAMEDIA   	B 	Q	39.9	39.9	39.9	39.9	39.9	40	2	500	19950	
531262	SURYA IND.CO	T 	Q	9.64	9.64	9.45	9.45	9.45	9.64	2	550	5207	
531266	VST TILLERS 	B 	Q	648.75	699	646	693.8	693.8	639.55	2075	17143	11636024	
531270	DAZZEL CONFI	T 	Q	0.31	0.31	0.29	0.29	0.29	0.3	12	26352	7657	
531272	NIKKI GLOBAL	B 	Q	925	925	924	924.4	924.4	926.05	89	15000	13869106	
531273	RADHE DEVLOP	T 	Q	13.35	14.5	13.35	14	14	14.05	41	4566	63631	
531280	PANKAJ POLY.	T 	Q	10.25	10.25	10.25	10.25	10.25	10.45	8	405204	4153341	
531289	NATFIT      	B 	Q	5.59	5.59	5.33	5.33	5.33	5.33	3	501	2800	
531307	SRK INDUS   	B 	Q	185.5	185.85	182.1	182.8	182.95	185.7	585	700158	128976781	
531323	SANTARAM SPN	B 	Q	4.5	4.5	4.42	4.42	4.42	4.65	3	700	3118	
531324	ROSELABS FIN	B 	Q	17.85	17.85	17.85	17.85	17.85	17	1	5	89	
531335	ZYDUS WELL  	B 	Q	549	559.95	549	553.65	553.65	546.2	537	4441	2464890	
531339	JAIHIND PROJ	B 	Q	14.2	14.2	14.2	14.2	14.2	13.6	1	300	4260	
531344	CONTAIN.CORP	A 	Q	735	742.1	716.65	724.25	724	726.55	288	2020	1466566	
531349	PANACEA BIOT	B 	Q	108.45	108.45	105.2	105.65	105.65	104.3	214	3241	343547	
531358	CHOICE INT. 	B 	Q	39.4	40	39.2	39.6	39.7	39.2	373	63585	2522561	
531364	CHOICE INF  	B 	Q	88.55	89.5	87.9	89.3	89.4	87.95	1090	289468	25648471	
531366	KOHINOOR BRO	B 	Q	0.24	0.24	0.23	0.23	0.24	0.24	23	24560	5807	
531367	DOLLEX IND. 	B 	Q	1.88	1.88	1.8	1.8	1.8	1.8	2	1470	2726	
531373	BYKE HOSP   	B 	Q	302.15	303.45	302.05	303.15	302.8	301.6	1581	113346	34296508	
531390	UPSURGE INV.	B 	Q	16.5	16.5	14.5	14.6	14.6	15.25	35	1910	27920	
531398	SOURCENTRL  	B 	Q	14.61	14.61	14.61	14.61	14.61	14.9	1	300	4383	
531404	ZICOM ELECTR	B 	Q	75.55	76.6	74	75.4	75.4	75.45	653	18919	1432006	
531409	ALCH CORP   	T 	Q	24.2	24.2	23.35	23.35	23.35	23.8	5	135	3153	
531410	GUJ.FOILS   	B 	Q	27	28.35	27	28.35	28.35	27	3	1505	41985	
531411	TUNI TEXTILE	B 	Q	4.94	5.14	4.94	4.94	4.94	5.04	31	24364	120426	
531412	RADIX IND   	T 	Q	300	300	300	300	300	295	1	10	3000	
531419	GOPLEE INFOT	B 	Q	14.17	14.17	12.83	12.83	12.83	13.5	117	2111	27098	
531420	BMB MUSIC   	B 	Q	2.8	2.8	2.8	2.8	2.8	2.67	1	50	140	
531426	TAMIL.NEWSPR	B 	Q	119.1	127.5	119.1	125.7	125.7	119.1	1335	56549	7011094	
531429	ADVENT COMP.	B 	Q	5.1	5.1	4.66	5.1	5.1	4.9	12	2031	10027	
531431	SHAKTI PUMPS	B 	Q	82.9	83.05	79.7	80.25	80.25	81.55	481	16469	1332557	
531433	SUNGOLD CAP.	B 	Q	1.78	1.78	1.78	1.78	1.78	1.75	4	1181	2102	
531448	SAFAL SECURI	B 	Q	7.06	7.06	7.06	7.06	7.06	7.43	10	50520	356671	
531449	GRM OVERSEAS	T 	Q	32.8	32.8	32.8	32.8	32.8	31.25	2	510	16728	
531452	NCC FINANCE 	B 	Q	0.36	0.36	0.36	0.36	0.36	0.37	2	4	1	
531453	MOHIT INDUS.	T 	Q	37.5	37.5	37.5	37.5	37.5	38.85	1	300	11250	
531458	BOSTON BIO  	T 	Q	3.93	3.93	3.57	3.85	3.75	3.75	82	18855	71202	
531463	GBLINFRA    	T 	Q	92.15	92.15	91.8	92.15	92.15	91.95	1007	760700	70038510	
531465	NOUVEAU     	T 	Q	43	45.9	42.9	43.2	43.25	43.8	107	12831	552508	
531467	ARNAVCORP   	B 	Q	17.6	17.6	17.6	17.6	17.6	18.5	1	50	880	
531471	DUKE OFFSHOR	B 	Q	12.6	12.6	12.6	12.6	12.6	12	3	1110	13986	
531486	FILMCITY MED	T 	Q	1.44	1.44	1.44	1.44	1.44	1.46	1	5	7	
531489	CG-VAK SOFTW	B 	Q	4.23	4.23	4.23	4.23	4.23	4.03	1	840	3553	
531497	MADHUCON PRJ	B 	Q	14.3	14.5	13.95	14.05	14.19	14.08	369	49708	705480	
531499	SYBLY INDS. 	B 	Q	1.24	1.25	1.24	1.24	1.24	1.3	68	166383	206317	
531500	RAJESH EXPO.	B 	Q	77.35	80.35	77.35	79.2	79.2	77.15	1062	82710	6536664	
531502	ESAAR (I)LTD	B 	Q	52.95	54.8	50.5	54.2	54.3	52.65	218	429477	22891003	
531508	EVEREADY (I)	T 	Q	34.35	34.9	34.05	34.7	34.7	34.55	187	21352	737610	
531515	MAHAN IND.  	B 	Q	0.43	0.43	0.43	0.43	0.43	0.45	1	20	8	
531519	ANKUSH FINST	B 	Q	5	5	4.75	4.89	4.89	4.79	163	22728	110269	
531522	RASOYA PROTE	B 	Q	18.8	18.8	17	17.2	17.1	17.25	715	402850	6944156	
531524	I.C.S.A. IND	B 	Q	4.7	4.86	4.7	4.86	4.86	4.63	294	129708	625332	
531531	HATSUN AGRO 	B 	Q	204.9	209	204.9	207.7	207.2	203.95	528	19021	3950986	
531537	JYOTHI INFRA	T 	Q	6.87	6.87	6.87	6.87	6.87	7.23	1	10	68	
531540	MARUTI INFRA	B 	Q	15.5	15.9	15.5	15.6	15.6	15.65	11	3295	52272	
531541	AVON ORGANIC	B 	Q	13.12	13.25	12.16	12.91	13	13.2	123	12334	158505	
